instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,timestamp,season_label,weather_label,weekday_label,temp_c,feels_like_c,humidity_pct,windspeed_scaled,cnt_iqr_high
4249,2011-06-30,3,0,6,22,0,4,1,1,0.7,0.6364,0.42,0.1642,43,164,207,2011-06-30 22:00:00,fall,clear_or_partly_cloudy,thursday,28.7,31.819999999999997,42.0,11.0014,False
4250,2011-06-30,3,0,6,23,0,4,1,1,0.66,0.6212,0.5,0.0,27,99,126,2011-06-30 23:00:00,fall,clear_or_partly_cloudy,thursday,27.060000000000002,31.06,50.0,0.0,False
4251,2011-07-01,3,0,7,0,0,5,1,1,0.66,0.6212,0.5,0.0,20,48,68,2011-07-01 00:00:00,fall,clear_or_partly_cloudy,friday,27.060000000000002,31.06,50.0,0.0,False
4252,2011-07-01,3,0,7,1,0,5,1,1,0.66,0.6212,0.5,0.0,15,16,31,2011-07-01 01:00:00,fall,clear_or_partly_cloudy,friday,27.060000000000002,31.06,50.0,0.0,False
4253,2011-07-01,3,0,7,2,0,5,1,1,0.62,0.6061,0.69,0.0,6,7,13,2011-07-01 02:00:00,fall,clear_or_partly_cloudy,friday,25.419999999999998,30.305,69.0,0.0,False
4254,2011-07-01,3,0,7,3,0,5,1,1,0.64,0.6212,0.53,0.0,5,6,11,2011-07-01 03:00:00,fall,clear_or_partly_cloudy,friday,26.240000000000002,31.06,53.0,0.0,False
4255,2011-07-01,3,0,7,4,0,5,1,1,0.62,0.6212,0.57,0.0,1,5,6,2011-07-01 04:00:00,fall,clear_or_partly_cloudy,friday,25.419999999999998,31.06,56.99999999999999,0.0,False
4256,2011-07-01,3,0,7,5,0,5,1,1,0.6,0.6061,0.64,0.1343,3,27,30,2011-07-01 05:00:00,fall,clear_or_partly_cloudy,friday,24.599999999999998,30.305,64.0,8.9981,False
4257,2011-07-01,3,0,7,6,0,5,1,1,0.62,0.6061,0.61,0.1343,11,97,108,2011-07-01 06:00:00,fall,clear_or_partly_cloudy,friday,25.419999999999998,30.305,61.0,8.9981,False
4258,2011-07-01,3,0,7,7,0,5,1,1,0.66,0.6212,0.54,0.1045,25,218,243,2011-07-01 07:00:00,fall,clear_or_partly_cloudy,friday,27.060000000000002,31.06,54.0,7.0015,False
4259,2011-07-01,3,0,7,8,0,5,1,1,0.7,0.6364,0.42,0.1642,39,453,492,2011-07-01 08:00:00,fall,clear_or_partly_cloudy,friday,28.7,31.819999999999997,42.0,11.0014,False
4260,2011-07-01,3,0,7,9,0,5,1,1,0.74,0.6515,0.35,0.1642,58,202,260,2011-07-01 09:00:00,fall,clear_or_partly_cloudy,friday,30.34,32.574999999999996,35.0,11.0014,False
4261,2011-07-01,3,0,7,10,0,5,1,1,0.76,0.6667,0.33,0.1642,61,109,170,2011-07-01 10:00:00,fall,clear_or_partly_cloudy,friday,31.16,33.335,33.0,11.0014,False
4262,2011-07-01,3,0,7,11,0,5,1,1,0.8,0.697,0.26,0.0,68,146,214,2011-07-01 11:00:00,fall,clear_or_partly_cloudy,friday,32.800000000000004,34.849999999999994,26.0,0.0,False
4263,2011-07-01,3,0,7,12,0,5,1,1,0.8,0.697,0.26,0.0,83,180,263,2011-07-01 12:00:00,fall,clear_or_partly_cloudy,friday,32.800000000000004,34.849999999999994,26.0,0.0,False
4264,2011-07-01,3,0,7,13,0,5,1,1,0.8,0.6818,0.24,0.0,83,209,292,2011-07-01 13:00:00,fall,clear_or_partly_cloudy,friday,32.800000000000004,34.089999999999996,24.0,0.0,False
4265,2011-07-01,3,0,7,14,0,5,1,1,0.82,0.697,0.23,0.194,78,225,303,2011-07-01 14:00:00,fall,clear_or_partly_cloudy,friday,33.62,34.849999999999994,23.0,12.998000000000001,False
4266,2011-07-01,3,0,7,15,0,5,1,1,0.82,0.697,0.21,0.2537,82,299,381,2011-07-01 15:00:00,fall,clear_or_partly_cloudy,friday,33.62,34.849999999999994,21.0,16.997899999999998,False
4267,2011-07-01,3,0,7,16,0,5,1,1,0.82,0.697,0.17,0.0,85,342,427,2011-07-01 16:00:00,fall,clear_or_partly_cloudy,friday,33.62,34.849999999999994,17.0,0.0,False
4268,2011-07-01,3,0,7,17,0,5,1,1,0.82,0.697,0.21,0.194,99,362,461,2011-07-01 17:00:00,fall,clear_or_partly_cloudy,friday,33.62,34.849999999999994,21.0,12.998000000000001,False
4269,2011-07-01,3,0,7,18,0,5,1,1,0.8,0.6818,0.24,0.2537,98,324,422,2011-07-01 18:00:00,fall,clear_or_partly_cloudy,friday,32.800000000000004,34.089999999999996,24.0,16.997899999999998,False
4270,2011-07-01,3,0,7,19,0,5,1,1,0.78,0.6667,0.25,0.194,80,238,318,2011-07-01 19:00:00,fall,clear_or_partly_cloudy,friday,31.98,33.335,25.0,12.998000000000001,False
4271,2011-07-01,3,0,7,20,0,5,1,1,0.72,0.6515,0.42,0.2239,84,185,269,2011-07-01 20:00:00,fall,clear_or_partly_cloudy,friday,29.52,32.574999999999996,42.0,15.001299999999999,False
4272,2011-07-01,3,0,7,21,0,5,1,1,0.7,0.6364,0.45,0.194,69,149,218,2011-07-01 21:00:00,fall,clear_or_partly_cloudy,friday,28.7,31.819999999999997,45.0,12.998000000000001,False
4273,2011-07-01,3,0,7,22,0,5,1,1,0.7,0.6364,0.42,0.0,49,173,222,2011-07-01 22:00:00,fall,clear_or_partly_cloudy,friday,28.7,31.819999999999997,42.0,0.0,False
4274,2011-07-01,3,0,7,23,0,5,1,1,0.68,0.6364,0.47,0.0896,44,96,140,2011-07-01 23:00:00,fall,clear_or_partly_cloudy,friday,27.880000000000003,31.819999999999997,47.0,6.0032,False
4275,2011-07-02,3,0,7,0,0,6,0,1,0.68,0.6364,0.47,0.0896,31,84,115,2011-07-02 00:00:00,fall,clear_or_partly_cloudy,saturday,27.880000000000003,31.819999999999997,47.0,6.0032,False
4276,2011-07-02,3,0,7,1,0,6,0,1,0.66,0.6212,0.54,0.0,20,58,78,2011-07-02 01:00:00,fall,clear_or_partly_cloudy,saturday,27.060000000000002,31.06,54.0,0.0,False
4277,2011-07-02,3,0,7,2,0,6,0,1,0.64,0.6212,0.53,0.0,9,43,52,2011-07-02 02:00:00,fall,clear_or_partly_cloudy,saturday,26.240000000000002,31.06,53.0,0.0,False
4278,2011-07-02,3,0,7,3,0,6,0,1,0.64,0.6212,0.53,0.0,5,21,26,2011-07-02 03:00:00,fall,clear_or_partly_cloudy,saturday,26.240000000000002,31.06,53.0,0.0,False
4279,2011-07-02,3,0,7,4,0,6,0,1,0.62,0.6061,0.61,0.0,3,8,11,2011-07-02 04:00:00,fall,clear_or_partly_cloudy,saturday,25.419999999999998,30.305,61.0,0.0,False
4280,2011-07-02,3,0,7,5,0,6,0,1,0.58,0.5455,0.73,0.1045,1,13,14,2011-07-02 05:00:00,fall,clear_or_partly_cloudy,saturday,23.779999999999998,27.275,73.0,7.0015,False
4281,2011-07-02,3,0,7,6,0,6,0,1,0.62,0.6061,0.69,0.1045,11,21,32,2011-07-02 06:00:00,fall,clear_or_partly_cloudy,saturday,25.419999999999998,30.305,69.0,7.0015,False
4282,2011-07-02,3,0,7,7,0,6,0,1,0.64,0.6061,0.65,0.0,10,35,45,2011-07-02 07:00:00,fall,clear_or_partly_cloudy,saturday,26.240000000000002,30.305,65.0,0.0,False
4283,2011-07-02,3,0,7,8,0,6,0,1,0.68,0.6364,0.57,0.0,38,94,132,2011-07-02 08:00:00,fall,clear_or_partly_cloudy,saturday,27.880000000000003,31.819999999999997,56.99999999999999,0.0,False
4284,2011-07-02,3,0,7,9,0,6,0,1,0.74,0.6667,0.51,0.0896,55,124,179,2011-07-02 09:00:00,fall,clear_or_partly_cloudy,saturday,30.34,33.335,51.0,6.0032,False
4285,2011-07-02,3,0,7,10,0,6,0,1,0.8,0.7121,0.36,0.0,103,168,271,2011-07-02 10:00:00,fall,clear_or_partly_cloudy,saturday,32.800000000000004,35.605,36.0,0.0,False
4286,2011-07-02,3,0,7,11,0,6,0,1,0.8,0.7121,0.36,0.0896,144,213,357,2011-07-02 11:00:00,fall,clear_or_partly_cloudy,saturday,32.800000000000004,35.605,36.0,6.0032,False
4287,2011-07-02,3,0,7,12,0,6,0,1,0.82,0.7121,0.3,0.1343,142,232,374,2011-07-02 12:00:00,fall,clear_or_partly_cloudy,saturday,33.62,35.605,30.0,8.9981,False
4288,2011-07-02,3,0,7,13,0,6,0,1,0.82,0.7121,0.3,0.1045,178,226,404,2011-07-02 13:00:00,fall,clear_or_partly_cloudy,saturday,33.62,35.605,30.0,7.0015,False
4289,2011-07-02,3,0,7,14,0,6,0,1,0.84,0.7121,0.2,0.0,177,215,392,2011-07-02 14:00:00,fall,clear_or_partly_cloudy,saturday,34.44,35.605,20.0,0.0,False
4290,2011-07-02,3,0,7,15,0,6,0,1,0.86,0.7273,0.19,0.1642,168,163,331,2011-07-02 15:00:00,fall,clear_or_partly_cloudy,saturday,35.26,36.364999999999995,19.0,11.0014,False
4291,2011-07-02,3,0,7,16,0,6,0,1,0.88,0.7424,0.22,0.2239,206,192,398,2011-07-02 16:00:00,fall,clear_or_partly_cloudy,saturday,36.08,37.12,22.0,15.001299999999999,False
4292,2011-07-02,3,0,7,17,0,6,0,1,0.84,0.7273,0.3,0.2239,179,170,349,2011-07-02 17:00:00,fall,clear_or_partly_cloudy,saturday,34.44,36.364999999999995,30.0,15.001299999999999,False
4293,2011-07-02,3,0,7,18,0,6,0,1,0.82,0.7121,0.3,0.2836,193,190,383,2011-07-02 18:00:00,fall,clear_or_partly_cloudy,saturday,33.62,35.605,30.0,19.0012,False
4294,2011-07-02,3,0,7,19,0,6,0,1,0.8,0.697,0.33,0.2239,156,149,305,2011-07-02 19:00:00,fall,clear_or_partly_cloudy,saturday,32.800000000000004,34.849999999999994,33.0,15.001299999999999,False
4295,2011-07-02,3,0,7,20,0,6,0,1,0.76,0.6818,0.45,0.2836,136,148,284,2011-07-02 20:00:00,fall,clear_or_partly_cloudy,saturday,31.16,34.089999999999996,45.0,19.0012,False
4296,2011-07-02,3,0,7,21,0,6,0,1,0.74,0.6667,0.48,0.194,95,137,232,2011-07-02 21:00:00,fall,clear_or_partly_cloudy,saturday,30.34,33.335,48.0,12.998000000000001,False
4297,2011-07-02,3,0,7,22,0,6,0,1,0.72,0.6667,0.51,0.1642,78,123,201,2011-07-02 22:00:00,fall,clear_or_partly_cloudy,saturday,29.52,33.335,51.0,11.0014,False
4298,2011-07-02,3,0,7,23,0,6,0,1,0.72,0.6667,0.54,0.2836,66,88,154,2011-07-02 23:00:00,fall,clear_or_partly_cloudy,saturday,29.52,33.335,54.0,19.0012,False
4299,2011-07-03,3,0,7,0,0,0,0,1,0.7,0.6515,0.58,0.2239,47,97,144,2011-07-03 00:00:00,fall,clear_or_partly_cloudy,sunday,28.7,32.574999999999996,57.99999999999999,15.001299999999999,False
4300,2011-07-03,3,0,7,1,0,0,0,2,0.7,0.6515,0.61,0.1642,23,55,78,2011-07-03 01:00:00,fall,mist_or_cloudy,sunday,28.7,32.574999999999996,61.0,11.0014,False
4301,2011-07-03,3,0,7,2,0,0,0,1,0.7,0.6515,0.58,0.194,19,50,69,2011-07-03 02:00:00,fall,clear_or_partly_cloudy,sunday,28.7,32.574999999999996,57.99999999999999,12.998000000000001,False
4302,2011-07-03,3,0,7,3,0,0,0,3,0.68,0.6364,0.65,0.0896,8,25,33,2011-07-03 03:00:00,fall,light_rain_or_snow,sunday,27.880000000000003,31.819999999999997,65.0,6.0032,False
4303,2011-07-03,3,0,7,4,0,0,0,3,0.68,0.6364,0.65,0.0896,3,2,5,2011-07-03 04:00:00,fall,light_rain_or_snow,sunday,27.880000000000003,31.819999999999997,65.0,6.0032,False
4304,2011-07-03,3,0,7,5,0,0,0,3,0.62,0.5758,0.83,0.194,0,1,1,2011-07-03 05:00:00,fall,light_rain_or_snow,sunday,25.419999999999998,28.79,83.0,12.998000000000001,False
4305,2011-07-03,3,0,7,6,0,0,0,2,0.62,0.5455,0.94,0.0896,0,3,3,2011-07-03 06:00:00,fall,mist_or_cloudy,sunday,25.419999999999998,27.275,94.0,6.0032,False
4306,2011-07-03,3,0,7,7,0,0,0,2,0.64,0.5758,0.89,0.194,3,22,25,2011-07-03 07:00:00,fall,mist_or_cloudy,sunday,26.240000000000002,28.79,89.0,12.998000000000001,False
4307,2011-07-03,3,0,7,8,0,0,0,1,0.68,0.6364,0.79,0.2239,39,53,92,2011-07-03 08:00:00,fall,clear_or_partly_cloudy,sunday,27.880000000000003,31.819999999999997,79.0,15.001299999999999,False
4308,2011-07-03,3,0,7,9,0,0,0,1,0.7,0.6667,0.74,0.2537,82,99,181,2011-07-03 09:00:00,fall,clear_or_partly_cloudy,sunday,28.7,33.335,74.0,16.997899999999998,False
4309,2011-07-03,3,0,7,10,0,0,0,1,0.74,0.697,0.66,0.1642,131,133,264,2011-07-03 10:00:00,fall,clear_or_partly_cloudy,sunday,30.34,34.849999999999994,66.0,11.0014,False
4310,2011-07-03,3,0,7,11,0,0,0,1,0.76,0.7121,0.62,0.1045,215,175,390,2011-07-03 11:00:00,fall,clear_or_partly_cloudy,sunday,31.16,35.605,62.0,7.0015,False
4311,2011-07-03,3,0,7,12,0,0,0,1,0.8,0.7576,0.55,0.1045,198,206,404,2011-07-03 12:00:00,fall,clear_or_partly_cloudy,sunday,32.800000000000004,37.88,55.00000000000001,7.0015,False
4312,2011-07-03,3,0,7,13,0,0,0,1,0.8,0.7727,0.59,0.2239,248,173,421,2011-07-03 13:00:00,fall,clear_or_partly_cloudy,sunday,32.800000000000004,38.635000000000005,59.0,15.001299999999999,False
4313,2011-07-03,3,0,7,14,0,0,0,1,0.82,0.7879,0.56,0.2537,225,150,375,2011-07-03 14:00:00,fall,clear_or_partly_cloudy,sunday,33.62,39.395,56.00000000000001,16.997899999999998,False
4314,2011-07-03,3,0,7,15,0,0,0,1,0.84,0.803,0.53,0.2985,194,182,376,2011-07-03 15:00:00,fall,clear_or_partly_cloudy,sunday,34.44,40.150000000000006,53.0,19.999499999999998,False
4315,2011-07-03,3,0,7,16,0,0,0,1,0.84,0.803,0.53,0.2985,195,219,414,2011-07-03 16:00:00,fall,clear_or_partly_cloudy,sunday,34.44,40.150000000000006,53.0,19.999499999999998,False
4316,2011-07-03,3,0,7,17,0,0,0,3,0.8,0.7424,0.49,0.8507,181,177,358,2011-07-03 17:00:00,fall,light_rain_or_snow,sunday,32.800000000000004,37.12,49.0,56.996900000000004,False
4317,2011-07-03,3,0,7,18,0,0,0,3,0.8,0.7424,0.49,0.8507,74,107,181,2011-07-03 18:00:00,fall,light_rain_or_snow,sunday,32.800000000000004,37.12,49.0,56.996900000000004,False
4318,2011-07-03,3,0,7,19,0,0,0,2,0.66,0.6061,0.83,0.194,100,83,183,2011-07-03 19:00:00,fall,mist_or_cloudy,sunday,27.060000000000002,30.305,83.0,12.998000000000001,False
4319,2011-07-03,3,0,7,20,0,0,0,3,0.66,0.6061,0.83,0.0,83,93,176,2011-07-03 20:00:00,fall,light_rain_or_snow,sunday,27.060000000000002,30.305,83.0,0.0,False
4320,2011-07-03,3,0,7,21,0,0,0,2,0.66,0.6061,0.83,0.1642,75,92,167,2011-07-03 21:00:00,fall,mist_or_cloudy,sunday,27.060000000000002,30.305,83.0,11.0014,False
4321,2011-07-03,3,0,7,22,0,0,0,2,0.66,0.6061,0.78,0.1045,69,93,162,2011-07-03 22:00:00,fall,mist_or_cloudy,sunday,27.060000000000002,30.305,78.0,7.0015,False
4322,2011-07-03,3,0,7,23,0,0,0,1,0.64,0.5758,0.83,0.1642,70,77,147,2011-07-03 23:00:00,fall,clear_or_partly_cloudy,sunday,26.240000000000002,28.79,83.0,11.0014,False
4323,2011-07-04,3,0,7,0,1,1,0,1,0.64,0.5758,0.83,0.1343,63,77,140,2011-07-04 00:00:00,fall,clear_or_partly_cloudy,monday,26.240000000000002,28.79,83.0,8.9981,False
4324,2011-07-04,3,0,7,1,1,1,0,1,0.64,0.5758,0.83,0.0896,43,76,119,2011-07-04 01:00:00,fall,clear_or_partly_cloudy,monday,26.240000000000002,28.79,83.0,6.0032,False
4325,2011-07-04,3,0,7,2,1,1,0,1,0.64,0.5758,0.83,0.0,33,30,63,2011-07-04 02:00:00,fall,clear_or_partly_cloudy,monday,26.240000000000002,28.79,83.0,0.0,False
4326,2011-07-04,3,0,7,3,1,1,0,1,0.64,0.5909,0.78,0.0,13,13,26,2011-07-04 03:00:00,fall,clear_or_partly_cloudy,monday,26.240000000000002,29.544999999999998,78.0,0.0,False
4327,2011-07-04,3,0,7,4,1,1,0,2,0.66,0.6061,0.78,0.0896,8,4,12,2011-07-04 04:00:00,fall,mist_or_cloudy,monday,27.060000000000002,30.305,78.0,6.0032,False
4328,2011-07-04,3,0,7,5,1,1,0,2,0.64,0.5758,0.83,0.1343,1,3,4,2011-07-04 05:00:00,fall,mist_or_cloudy,monday,26.240000000000002,28.79,83.0,8.9981,False
4329,2011-07-04,3,0,7,6,1,1,0,1,0.64,0.5758,0.89,0.1642,5,11,16,2011-07-04 06:00:00,fall,clear_or_partly_cloudy,monday,26.240000000000002,28.79,89.0,11.0014,False
4330,2011-07-04,3,0,7,7,1,1,0,1,0.66,0.6061,0.83,0.1343,17,19,36,2011-07-04 07:00:00,fall,clear_or_partly_cloudy,monday,27.060000000000002,30.305,83.0,8.9981,False
4331,2011-07-04,3,0,7,8,1,1,0,1,0.7,0.6667,0.74,0.1045,42,44,86,2011-07-04 08:00:00,fall,clear_or_partly_cloudy,monday,28.7,33.335,74.0,7.0015,False
4332,2011-07-04,3,0,7,9,1,1,0,2,0.72,0.6818,0.66,0.0896,142,96,238,2011-07-04 09:00:00,fall,mist_or_cloudy,monday,29.52,34.089999999999996,66.0,6.0032,False
4333,2011-07-04,3,0,7,10,1,1,0,2,0.76,0.697,0.55,0.0896,166,114,280,2011-07-04 10:00:00,fall,mist_or_cloudy,monday,31.16,34.849999999999994,55.00000000000001,6.0032,False
4334,2011-07-04,3,0,7,11,1,1,0,2,0.76,0.697,0.55,0.0896,177,172,349,2011-07-04 11:00:00,fall,mist_or_cloudy,monday,31.16,34.849999999999994,55.00000000000001,6.0032,False
4335,2011-07-04,3,0,7,12,1,1,0,2,0.78,0.7121,0.52,0.0,237,210,447,2011-07-04 12:00:00,fall,mist_or_cloudy,monday,31.98,35.605,52.0,0.0,False
4336,2011-07-04,3,0,7,13,1,1,0,2,0.78,0.7121,0.49,0.0,242,181,423,2011-07-04 13:00:00,fall,mist_or_cloudy,monday,31.98,35.605,49.0,0.0,False
4337,2011-07-04,3,0,7,14,1,1,0,1,0.8,0.7273,0.46,0.0,235,173,408,2011-07-04 14:00:00,fall,clear_or_partly_cloudy,monday,32.800000000000004,36.364999999999995,46.0,0.0,False
4338,2011-07-04,3,0,7,15,1,1,0,1,0.82,0.7424,0.43,0.0896,224,184,408,2011-07-04 15:00:00,fall,clear_or_partly_cloudy,monday,33.62,37.12,43.0,6.0032,False
4339,2011-07-04,3,0,7,16,1,1,0,1,0.82,0.7424,0.41,0.0,236,216,452,2011-07-04 16:00:00,fall,clear_or_partly_cloudy,monday,33.62,37.12,41.0,0.0,False
4340,2011-07-04,3,0,7,17,1,1,0,1,0.8,0.7273,0.46,0.0,240,196,436,2011-07-04 17:00:00,fall,clear_or_partly_cloudy,monday,32.800000000000004,36.364999999999995,46.0,0.0,False
4341,2011-07-04,3,0,7,18,1,1,0,1,0.8,0.7273,0.46,0.1343,222,196,418,2011-07-04 18:00:00,fall,clear_or_partly_cloudy,monday,32.800000000000004,36.364999999999995,46.0,8.9981,False
4342,2011-07-04,3,0,7,19,1,1,0,2,0.78,0.7121,0.49,0.1642,170,205,375,2011-07-04 19:00:00,fall,mist_or_cloudy,monday,31.98,35.605,49.0,11.0014,False
4343,2011-07-04,3,0,7,20,1,1,0,2,0.76,0.697,0.55,0.1045,195,191,386,2011-07-04 20:00:00,fall,mist_or_cloudy,monday,31.16,34.849999999999994,55.00000000000001,7.0015,False
4344,2011-07-04,3,0,7,21,1,1,0,2,0.74,0.6818,0.62,0.1045,195,262,457,2011-07-04 21:00:00,fall,mist_or_cloudy,monday,30.34,34.089999999999996,62.0,7.0015,False
4345,2011-07-04,3,0,7,22,1,1,0,2,0.74,0.6818,0.62,0.1343,115,211,326,2011-07-04 22:00:00,fall,mist_or_cloudy,monday,30.34,34.089999999999996,62.0,8.9981,False
4346,2011-07-04,3,0,7,23,1,1,0,2,0.72,0.6818,0.7,0.1045,44,94,138,2011-07-04 23:00:00,fall,mist_or_cloudy,monday,29.52,34.089999999999996,70.0,7.0015,False
4347,2011-07-05,3,0,7,0,0,2,1,2,0.7,0.6515,0.65,0.1642,19,36,55,2011-07-05 00:00:00,fall,mist_or_cloudy,tuesday,28.7,32.574999999999996,65.0,11.0014,False
4348,2011-07-05,3,0,7,1,0,2,1,1,0.7,0.6515,0.65,0.1045,15,24,39,2011-07-05 01:00:00,fall,clear_or_partly_cloudy,tuesday,28.7,32.574999999999996,65.0,7.0015,False
4349,2011-07-05,3,0,7,2,0,2,1,1,0.66,0.6212,0.74,0.0896,8,5,13,2011-07-05 02:00:00,fall,clear_or_partly_cloudy,tuesday,27.060000000000002,31.06,74.0,6.0032,False
4350,2011-07-05,3,0,7,3,0,2,1,1,0.66,0.6212,0.74,0.2239,1,7,8,2011-07-05 03:00:00,fall,clear_or_partly_cloudy,tuesday,27.060000000000002,31.06,74.0,15.001299999999999,False
4351,2011-07-05,3,0,7,4,0,2,1,1,0.66,0.6212,0.69,0.1642,1,4,5,2011-07-05 04:00:00,fall,clear_or_partly_cloudy,tuesday,27.060000000000002,31.06,69.0,11.0014,False
4352,2011-07-05,3,0,7,5,0,2,1,1,0.66,0.6212,0.69,0.0,1,19,20,2011-07-05 05:00:00,fall,clear_or_partly_cloudy,tuesday,27.060000000000002,31.06,69.0,0.0,False
4353,2011-07-05,3,0,7,6,0,2,1,1,0.66,0.6212,0.74,0.0896,3,91,94,2011-07-05 06:00:00,fall,clear_or_partly_cloudy,tuesday,27.060000000000002,31.06,74.0,6.0032,False
4354,2011-07-05,3,0,7,7,0,2,1,1,0.7,0.6515,0.65,0.0896,22,248,270,2011-07-05 07:00:00,fall,clear_or_partly_cloudy,tuesday,28.7,32.574999999999996,65.0,6.0032,False
4355,2011-07-05,3,0,7,8,0,2,1,1,0.72,0.6818,0.62,0.1343,41,391,432,2011-07-05 08:00:00,fall,clear_or_partly_cloudy,tuesday,29.52,34.089999999999996,62.0,8.9981,False
4356,2011-07-05,3,0,7,9,0,2,1,1,0.74,0.6818,0.58,0.1343,50,177,227,2011-07-05 09:00:00,fall,clear_or_partly_cloudy,tuesday,30.34,34.089999999999996,57.99999999999999,8.9981,False
4357,2011-07-05,3,0,7,10,0,2,1,1,0.76,0.697,0.52,0.1045,55,84,139,2011-07-05 10:00:00,fall,clear_or_partly_cloudy,tuesday,31.16,34.849999999999994,52.0,7.0015,False
4358,2011-07-05,3,0,7,11,0,2,1,1,0.78,0.697,0.46,0.1045,75,97,172,2011-07-05 11:00:00,fall,clear_or_partly_cloudy,tuesday,31.98,34.849999999999994,46.0,7.0015,False
4359,2011-07-05,3,0,7,12,0,2,1,1,0.8,0.7273,0.43,0.1045,71,130,201,2011-07-05 12:00:00,fall,clear_or_partly_cloudy,tuesday,32.800000000000004,36.364999999999995,43.0,7.0015,False
4360,2011-07-05,3,0,7,13,0,2,1,1,0.82,0.7424,0.43,0.1045,67,136,203,2011-07-05 13:00:00,fall,clear_or_partly_cloudy,tuesday,33.62,37.12,43.0,7.0015,False
4361,2011-07-05,3,0,7,14,0,2,1,1,0.8,0.7424,0.49,0.1642,66,112,178,2011-07-05 14:00:00,fall,clear_or_partly_cloudy,tuesday,32.800000000000004,37.12,49.0,11.0014,False
4362,2011-07-05,3,0,7,15,0,2,1,1,0.82,0.7424,0.43,0.0,51,111,162,2011-07-05 15:00:00,fall,clear_or_partly_cloudy,tuesday,33.62,37.12,43.0,0.0,False
4363,2011-07-05,3,0,7,16,0,2,1,1,0.82,0.7576,0.46,0.1045,79,202,281,2011-07-05 16:00:00,fall,clear_or_partly_cloudy,tuesday,33.62,37.88,46.0,7.0015,False
4364,2011-07-05,3,0,7,17,0,2,1,1,0.82,0.7576,0.46,0.1045,79,466,545,2011-07-05 17:00:00,fall,clear_or_partly_cloudy,tuesday,33.62,37.88,46.0,7.0015,False
4365,2011-07-05,3,0,7,18,0,2,1,1,0.8,0.7576,0.55,0.1642,70,426,496,2011-07-05 18:00:00,fall,clear_or_partly_cloudy,tuesday,32.800000000000004,37.88,55.00000000000001,11.0014,False
4366,2011-07-05,3,0,7,19,0,2,1,1,0.8,0.7727,0.59,0.1343,71,297,368,2011-07-05 19:00:00,fall,clear_or_partly_cloudy,tuesday,32.800000000000004,38.635000000000005,59.0,8.9981,False
4367,2011-07-05,3,0,7,20,0,2,1,1,0.76,0.7273,0.66,0.1045,59,225,284,2011-07-05 20:00:00,fall,clear_or_partly_cloudy,tuesday,31.16,36.364999999999995,66.0,7.0015,False
4368,2011-07-05,3,0,7,21,0,2,1,1,0.78,0.7424,0.62,0.2537,77,168,245,2011-07-05 21:00:00,fall,clear_or_partly_cloudy,tuesday,31.98,37.12,62.0,16.997899999999998,False
4369,2011-07-05,3,0,7,22,0,2,1,1,0.76,0.7273,0.66,0.2239,31,124,155,2011-07-05 22:00:00,fall,clear_or_partly_cloudy,tuesday,31.16,36.364999999999995,66.0,15.001299999999999,False
4370,2011-07-05,3,0,7,23,0,2,1,1,0.74,0.697,0.66,0.1642,19,54,73,2011-07-05 23:00:00,fall,clear_or_partly_cloudy,tuesday,30.34,34.849999999999994,66.0,11.0014,False
4371,2011-07-06,3,0,7,0,0,3,1,1,0.72,0.697,0.74,0.194,11,26,37,2011-07-06 00:00:00,fall,clear_or_partly_cloudy,wednesday,29.52,34.849999999999994,74.0,12.998000000000001,False
4372,2011-07-06,3,0,7,1,0,3,1,1,0.7,0.6667,0.74,0.1343,4,11,15,2011-07-06 01:00:00,fall,clear_or_partly_cloudy,wednesday,28.7,33.335,74.0,8.9981,False
4373,2011-07-06,3,0,7,2,0,3,1,1,0.7,0.6667,0.79,0.0896,1,4,5,2011-07-06 02:00:00,fall,clear_or_partly_cloudy,wednesday,28.7,33.335,79.0,6.0032,False
4374,2011-07-06,3,0,7,3,0,3,1,1,0.7,0.6667,0.79,0.0,0,6,6,2011-07-06 03:00:00,fall,clear_or_partly_cloudy,wednesday,28.7,33.335,79.0,0.0,False
4375,2011-07-06,3,0,7,4,0,3,1,2,0.68,0.6364,0.83,0.0896,0,6,6,2011-07-06 04:00:00,fall,mist_or_cloudy,wednesday,27.880000000000003,31.819999999999997,83.0,6.0032,False
4376,2011-07-06,3,0,7,5,0,3,1,1,0.68,0.6364,0.83,0.0896,5,30,35,2011-07-06 05:00:00,fall,clear_or_partly_cloudy,wednesday,27.880000000000003,31.819999999999997,83.0,6.0032,False
4377,2011-07-06,3,0,7,6,0,3,1,1,0.7,0.6667,0.79,0.0896,9,112,121,2011-07-06 06:00:00,fall,clear_or_partly_cloudy,wednesday,28.7,33.335,79.0,6.0032,False
4378,2011-07-06,3,0,7,7,0,3,1,2,0.72,0.697,0.79,0.0,24,288,312,2011-07-06 07:00:00,fall,mist_or_cloudy,wednesday,29.52,34.849999999999994,79.0,0.0,False
4379,2011-07-06,3,0,7,8,0,3,1,2,0.72,0.697,0.74,0.1045,31,397,428,2011-07-06 08:00:00,fall,mist_or_cloudy,wednesday,29.52,34.849999999999994,74.0,7.0015,False
